data-start,data-end,data-deviceid,data-username,data-welcome,data-organization_name,data-project_name,data-data_consent,data-consent_given-access_consent,data-consent_given-field_fallow,data-consent_given-field_planted-post_harvest_record,data-consent_given-field_planted-post_harvest_tip,data-consent_given-field_planted-primary_crop_type,data-consent_given-field_planted-multiple_crops,data-consent_given-field_planted-multiple_crops_percentage,data-consent_given-field_planted-primary_crop,data-consent_given-field_planted-primary_crop_other,data-consent_given-field_planted-primary_coffee_variety_other,data-consent_given-field_planted-secondary_crop,data-consent_given-field_planted-secondary_crop_other,Cleaned_Coordinates,data-consent_given-field_planted-crop_development,data-consent_given-field_planted-primary_coffee_variety,data-consent_given-field_planted-trees_count,data-consent_given-field_planted-trees_planting_date,data-consent_given-field_planted-yield_reporting,data-consent_given-field_planted-yield_reporting_guide,data-consent_given-field_planted-repeat_tip,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,data-consent_given-field_planted-planting_date_type,data-consent_given-field_planted-planting_date_exact,data-consent_given-field_planted-planting_date_estimate,data-consent_given-field_planted-planting_date,data-consent_given-field_planted-harvesting_date_type,data-consent_given-field_planted-harvesting_date_exact,data-consent_given-field_planted-harvesting_date_estimate,data-consent_given-field_planted-harvesting_date,data-consent_given-water_source,data-consent_given-field_center,data-consent_given-field_center-altitude,data-consent_given-field_center-accuracy,data-consent_given-field_outside_corner,data-consent_given-field_outside_corner-altitude,data-consent_given-field_outside_corner-accuracy,data-consent_given-field_boundary,data-consent_given-field_area_grp-field_area,data-consent_given-field_area_grp-field_area_unit,data-consent_given-field_photo_ask,data-consent_given-field_photo_rpt,data-goodbye,data-meta-instanceID,KEY
19/4/2022 14:06,19/4/2022 14:07,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.433381,27.831567",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/5/2022,2022-05-01T00:00:00.000+02:00,rainfed, , , ,"-15.4337229,27.8313022",990.853,0.954, ,15,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:fad81904-a737-4a5a-8ff8-dcbbf2d8285f,uuid:fad81904-a737-4a5a-8ff8-dcbbf2d8285f
19/4/2022 14:24,19/4/2022 14:26,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.447807,27.80758",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/5/2022,2022-05-01T00:00:00.000+02:00,rainfed, , , ,"-15.448113,27.8075241",1019.092,1.703, ,8,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:1c753b93-5d7d-47c1-bcd5-50cfec8b3815,uuid:1c753b93-5d7d-47c1-bcd5-50cfec8b3815
19/4/2022 13:31,19/4/2022 13:32,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,other_annual,Eggplant, , , ,"-15.458488,27.828737", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.4585229,27.8292689",997.429,0.973, ,5,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:c7f7be90-780e-4a25-a59e-0e06493f4f98,uuid:c7f7be90-780e-4a25-a59e-0e06493f4f98
19/4/2022 14:30,19/4/2022 14:32,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,other_annual,Sunflower, , , ,"-15.429582,27.793686", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.4294702,27.793427",993.481,2.502, ,1,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:b48dc7d9-6584-483f-a6aa-d8110f49304c,uuid:b48dc7d9-6584-483f-a6aa-d8110f49304c
19/4/2022 14:47,19/4/2022 14:48,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.351927,27.778287",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.3519523,27.778208",990.671,4.279, ,6,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:e3744aeb-d8fa-434d-9b18-be9997830b46,uuid:e3744aeb-d8fa-434d-9b18-be9997830b46
19/4/2022 15:03,19/4/2022 15:04,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,soybean, , , , ,"-15.2922321,27.7437602", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.2922321,27.7437602",1045.221,1.286, ,4,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:f4609a1c-d9a8-4197-ae59-4f56bcb76e2e,uuid:f4609a1c-d9a8-4197-ae59-4f56bcb76e2e
19/4/2022 15:26,19/4/2022 15:27,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type mapping,farmer,no,no,no, ,annual,yes,75_100,sorghum, , ,other_annual,Sunflower,"-15.28853,27.708567",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.288478,27.7088274",1040.75,1.141, ,2,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:12f2a922-86b0-4bea-b873-b19de84fd241,uuid:12f2a922-86b0-4bea-b873-b19de84fd241
19/4/2022 15:31,19/4/2022 15:32,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,other_annual,Cotton, , , ,"-15.292598,27.692038", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.2921437,27.6920176",981.595,2.294, ,6,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:21836d81-2c8d-481a-9571-b3e72c2f11b4,uuid:21836d81-2c8d-481a-9571-b3e72c2f11b4
19/4/2022 15:45,19/4/2022 15:46,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,groundnut, , , , ,"-15.313379,27.666029", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.3136055,27.6661176",1025.511,1.811, ,4,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:18bfb400-146a-44af-b1da-670290616069,uuid:18bfb400-146a-44af-b1da-670290616069
19/4/2022 15:46,19/4/2022 15:47,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,other_annual,Cotton, , , ,"-15.313496,27.66578", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.313801,27.6659508",1003.82,1.804, ,5,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:a9563e81-be08-4557-9d65-cf1f513f8b83,uuid:a9563e81-be08-4557-9d65-cf1f513f8b83
19/4/2022 15:59,19/4/2022 16:02,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,other_annual,Cotton, , , ,"-15.350188,27.64288", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.3501348,27.643211",994.12,1.481, ,2,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:750d4635-6fd6-46ae-a2b2-592cd553fffb,uuid:750d4635-6fd6-46ae-a2b2-592cd553fffb
19/4/2022 16:50,19/4/2022 16:57,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-15.213227,27.618453",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.2121977,27.6188223",1033.918,0.889, ,19,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:105293a8-8264-4e8b-b738-63e7c859ea94,uuid:105293a8-8264-4e8b-b738-63e7c859ea94
19/4/2022 17:04,19/4/2022 17:05,collect:34YRGCv2mBB8r5yv,Ministry 3, ,Rcmrd,Zambia crop type mapping,farmer,no,no,no, ,annual,yes,50_75,soybean, , ,other_annual,Sunflower,"-15.1901244,27.5542422", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-15.1901244,27.5542422",1058.034,1.088, ,15,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:6812d7e5-dc4d-4a8b-a12b-af49c6f6dd91,uuid:6812d7e5-dc4d-4a8b-a12b-af49c6f6dd91
14/4/2022 13:19,14/4/2022 13:21,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,other_annual,Sweet potatoes, , , ,"-13.385588,29.927126", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-13.3854926,29.9270997",1425.811,1.444, ,1,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:ad2292bd-7961-4400-b312-347e4c51c56f,uuid:ad2292bd-7961-4400-b312-347e4c51c56f
14/4/2022 13:27,14/4/2022 13:29,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,soybean, , , , ,"-13.390047,29.940641", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/1/2022,2022-01-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-13.3898803,29.9406881",1444.724,3.026, ,4,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:443198d6-ea3d-443d-990b-e6ed274d2d02,uuid:443198d6-ea3d-443d-990b-e6ed274d2d02
14/4/2022 15:25,14/4/2022 15:28,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-13.4374133,29.9117112",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-13.4374133,29.9117112",1498.882,1.356, ,4,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:289fa5c6-b7bd-4cf7-abd4-ec59328ae3c2,uuid:289fa5c6-b7bd-4cf7-abd4-ec59328ae3c2
14/4/2022 15:39,14/4/2022 15:41,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,other_annual,Sunflower, , , ,"-13.4379077,29.9092744", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-13.4379077,29.9092744",1602.426,3.169, ,2,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:8d385714-12cc-4264-a6b9-f8e40da4fc01,uuid:8d385714-12cc-4264-a6b9-f8e40da4fc01
14/4/2022 15:50,14/4/2022 15:53,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-13.4795,29.847401",seeding, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-13.4797944,29.8475713",1517.333,2.675, ,0.25,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:3a197b8d-010d-4d3e-b982-9c4521885214,uuid:3a197b8d-010d-4d3e-b982-9c4521885214
14/4/2022 15:54,14/4/2022 15:55,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-13.4799326,29.8476182",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-13.4799326,29.8476182",1504.459,2.579, ,0.1,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:9d117a4d-a376-42da-be98-8fca64fdd1de,uuid:9d117a4d-a376-42da-be98-8fca64fdd1de
14/4/2022 15:59,14/4/2022 16:00,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-13.480736,29.84487",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-13.4809256,29.8450309",1531.688,1.101, ,0.1,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:2e48208c-bd63-4344-b532-435fe14221c2,uuid:2e48208c-bd63-4344-b532-435fe14221c2
14/4/2022 16:03,14/4/2022 16:05,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,other_annual,Sweet potatoes, , , ,"-13.4840764,29.8288219", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-13.4840764,29.8288219",1571.357,2.76, ,0.25,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:159095ab-7062-4cd0-b5b4-eeebb719aabf,uuid:159095ab-7062-4cd0-b5b4-eeebb719aabf
14/4/2022 16:15,14/4/2022 16:25,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD i,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-13.423823,29.852443",seeding, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/5/2022,2022-05-01T00:00:00.000+02:00,rainfed, , , ,"-13.4238745,29.8525006",1492.376,1.679, ,20,acre,yes,data-consent_given-field_photo_rpt, ,uuid:0b026b75-1db2-4e82-8e9f-e7142ef40625,uuid:0b026b75-1db2-4e82-8e9f-e7142ef40625
14/4/2022 16:41,14/4/2022 16:43,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,yes,75_100,maize, , ,other_annual,Sweet potatoes,"-13.39766,29.879473",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-13.3976888,29.879448",1486.123,1.497, ,500,square_meter,yes,data-consent_given-field_photo_rpt, ,uuid:b03c7d1c-309f-419d-bd45-036a307ce5b8,uuid:b03c7d1c-309f-419d-bd45-036a307ce5b8
14/4/2022 16:44,14/4/2022 16:45,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,soybean, , , , ,"-13.39818,29.879301", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-13.3982364,29.8792587",1505.102,1.413, ,400,square_meter,yes,data-consent_given-field_photo_rpt, ,uuid:868217f9-29c7-4d61-a908-a0703710579e,uuid:868217f9-29c7-4d61-a908-a0703710579e
14/4/2022 17:14,14/4/2022 17:15,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,other_annual,Sweet potatoes, , , ,"-13.3691262,29.9061363", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-13.3691262,29.9061363",1474.45,3.603, ,0.75,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:9ccb7907-bf5a-41f6-82d2-60d76d41c690,uuid:9ccb7907-bf5a-41f6-82d2-60d76d41c690
14/4/2022 17:18,14/4/2022 17:19,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,other_annual,Tobacco, , , ,"-13.3692276,29.9061049", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-13.3692276,29.9061049",1477.297,4.041, ,1.5,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:46ef3764-ea9c-401a-8c3f-6ed53ea0f418,uuid:46ef3764-ea9c-401a-8c3f-6ed53ea0f418
14/4/2022 17:23,14/4/2022 17:24,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,other_annual,Tobacco, , , ,"-13.3692213,29.9061064", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-13.3692213,29.9061064",1477.673,2.308, ,1,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:c2fad111-8d41-48eb-9dc7-5197313309f7,uuid:c2fad111-8d41-48eb-9dc7-5197313309f7
14/4/2022 17:26,14/4/2022 17:27,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,soybean, , , , ,"-13.3684188,29.9095548", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-13.3684188,29.9095548",1462.186,2.525, ,0.25,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:76520eff-ee2e-40ea-801c-04372b37199b,uuid:76520eff-ee2e-40ea-801c-04372b37199b
14/4/2022 17:45,14/4/2022 17:46,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-13.352875,29.934333",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-13.3529729,29.9344077",1467.784,3.964, ,800,square_meter,yes,data-consent_given-field_photo_rpt, ,uuid:df51f43e-9042-461a-884a-92a340c3ebc7,uuid:df51f43e-9042-461a-884a-92a340c3ebc7
14/4/2022 17:48,14/4/2022 17:49,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-13.3531783,29.9345539",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed, , , ,"-13.3531783,29.9345539",1452.351,1.235, ,200,square_meter,yes,data-consent_given-field_photo_rpt, ,uuid:20407c94-2b09-44b2-9a1e-0f8f07077985,uuid:20407c94-2b09-44b2-9a1e-0f8f07077985
15/4/2022 13:08,15/4/2022 13:14,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-12.859451,30.6372621",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-12.859451,30.6372621",1455.03,9.811, ,1,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:e254c0c0-4e71-4692-80de-03fa2fb671e0,uuid:e254c0c0-4e71-4692-80de-03fa2fb671e0
15/4/2022 13:49,15/4/2022 13:50,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,millet, , , , ,"-12.883089,30.641832",seeding, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/7/2022,2022-07-01T00:00:00.000+02:00,rainfed, , , ,"-12.883089,30.641832",1472.653,1.348, ,0.5,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:338c50db-d8c0-47a3-b0b8-c22e6514cc5b,uuid:338c50db-d8c0-47a3-b0b8-c22e6514cc5b
15/4/2022 14:10,15/4/2022 14:11,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-12.916273,30.6386435",seeding, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-12.916273,30.6386435",1492.979,1.385, ,0.5,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:478e34f5-0dfc-445f-98b8-d5553dc8bf65,uuid:478e34f5-0dfc-445f-98b8-d5553dc8bf65
15/4/2022 17:02,15/4/2022 17:05,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,soybean, , , , ,"-12.9110286,30.5945497", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-12.9110286,30.5945497",1423.996,4.567, ,1,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:d481c066-2c95-4d02-8fc9-9247ec16488d,uuid:d481c066-2c95-4d02-8fc9-9247ec16488d
15/4/2022 17:02,15/4/2022 17:05,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,soybean, , , , ,"-12.9110286,30.5945497", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-12.9110286,30.5945497",1423.996,4.567, ,1,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:d481c066-2c95-4d02-8fc9-9247ec16488d,uuid:d481c066-2c95-4d02-8fc9-9247ec16488d
15/4/2022 17:06,15/4/2022 17:07,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,beans, , , , ,"-12.9107367,30.593811", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/2/2022,2022-02-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-12.9107367,30.593811",1534.726,1.649, ,0.25,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:a45fec03-5b84-4e91-a1f7-80891a83d0c0,uuid:a45fec03-5b84-4e91-a1f7-80891a83d0c0
15/4/2022 17:08,15/4/2022 17:12,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-12.910802,30.594095",seeding, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-12.9107394,30.5941309",1507.034,2.12, ,0.5,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:50596e72-5c6c-454b-bc8b-2b88d887f354,uuid:50596e72-5c6c-454b-bc8b-2b88d887f354
15/4/2022 17:17,15/4/2022 17:19,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,soybean, , , , ,"-12.9127817,30.594697", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/11/2021,2021-11-01T00:00:00.000+02:00,month_year, ,1/5/2022,2022-05-01T00:00:00.000+02:00,rainfed, , , ,"-12.9127817,30.594697",1479.066,2.58, ,1,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:424815d9-e050-4c6b-87bb-c1abaa2fc778,uuid:424815d9-e050-4c6b-87bb-c1abaa2fc778
15/4/2022 17:20,15/4/2022 17:23,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-12.9129184,30.5947962",seeding, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-12.9129184,30.5947962",1479.356,3.002, ,1,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:8418bdc1-af6a-4b52-a01d-3b03cdf2517d,uuid:8418bdc1-af6a-4b52-a01d-3b03cdf2517d
16/4/2022 10:16,16/4/2022 10:18,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,no,no,no, ,annual,no, ,maize, , , , ,"-12.4869525,30.3678355",seeding, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed, , , ,"-12.4869525,30.3678355",1382.747,4.124, ,0.25,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:66523e1e-d6f6-48aa-8077-6ab26a913703,uuid:66523e1e-d6f6-48aa-8077-6ab26a913703
