data-start,data-end,data-deviceid,data-username,data-welcome,data-organization_name,data-project_name,data-data_consent,data-consent_given-access_consent,data-consent_given-field_fallow,data-consent_given-field_planted-post_harvest_record,data-consent_given-field_planted-post_harvest_tip,data-consent_given-field_planted-primary_crop_type,data-consent_given-field_planted-multiple_crops,data-consent_given-field_planted-multiple_crops_percentage,data-consent_given-field_planted-primary_crop,data-consent_given-field_planted-primary_crop_other,data-consent_given-field_planted-primary_coffee_variety_other,data-consent_given-field_planted-secondary_crop,data-consent_given-field_planted-secondary_crop_other,Cleaned_Coordinates,data-consent_given-field_planted-crop_development,data-consent_given-field_planted-primary_coffee_variety,data-consent_given-field_planted-trees_count,data-consent_given-field_planted-trees_planting_date,data-consent_given-field_planted-yield_reporting,data-consent_given-field_planted-yield_reporting_guide,data-consent_given-field_planted-repeat_tip,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,data-consent_given-field_planted-planting_date_type,data-consent_given-field_planted-planting_date_exact,data-consent_given-field_planted-planting_date_estimate,data-consent_given-field_planted-planting_date,data-consent_given-field_planted-harvesting_date_type,data-consent_given-field_planted-harvesting_date_exact,data-consent_given-field_planted-harvesting_date_estimate,data-consent_given-field_planted-harvesting_date,data-consent_given-water_source,data-consent_given-field_center,data-consent_given-field_center-altitude,data-consent_given-field_center-accuracy,data-consent_given-field_outside_corner,data-consent_given-field_outside_corner-altitude,data-consent_given-field_outside_corner-accuracy,data-consent_given-field_boundary,data-consent_given-field_area_grp-field_area,data-consent_given-field_area_grp-field_area_unit,data-consent_given-field_photo_ask,data-consent_given-field_photo_rpt,data-goodbye,data-meta-instanceID,KEY
14/4/2022 10:07,14/4/2022 10:09,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,yes,no,no, ,annual,no, ,other_annual,Cowpeas, , , ,"-14.220445,28.576267", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed,"-14.2205192,28.5767042",1170.414,2.46,"-14.2205192,28.5767042", , ,-14.22165927812896 28.57378788292408 0.0 0.0; -14.21885450410441 28.57697568833828 0.0 0.0; -14.2224318036343 28.579759150743484 0.0 0.0; -14.22511823483782 28.57777263969183 0.0 0.0; -14.223561174622162 28.574915751814842 0.0 0.0; -14.22165927812896 28.57378788292408 0.0 0.0,2,acre,yes,data-consent_given-field_photo_rpt, ,uuid:e42e15b7-c4fe-4488-84ca-67ab2365dac3,uuid:e42e15b7-c4fe-4488-84ca-67ab2365dac3
13/4/2022 10:10,13/4/2022 10:15,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,yes,no,no, ,annual,yes,75_100,other_annual,Sunflower, ,maize, ,"-14.22242,28.212291", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed,"-14.2222713,28.2123674",1209.226,1.745,"-14.2222713,28.2123674", , ,-14.221030075766711 28.210793137550354 0.0 0.0; -14.224928437214022 28.209628388285637 0.0 0.0; -14.2222457 28.2123041 0.0 0.0; -14.219758015642315 28.21406677365303 0.0 0.0; -14.221030075766711 28.210793137550354 0.0 0.0,1,acre,yes,data-consent_given-field_photo_rpt, ,uuid:02ee7e9e-0d7e-4340-b0dc-54d9ad3bd115,uuid:02ee7e9e-0d7e-4340-b0dc-54d9ad3bd115
13/4/2022 10:27,13/4/2022 10:32,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,yes,no,no, ,annual,yes,100,maize, , ,other_annual,Sunflower,"-14.216938,28.211623",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed,"-14.2169314,28.2115727",1175.51,1.642,"-14.2169314,28.2115727", , ,-14.219377111218321 28.209691755473614 0.0 0.0; -14.216274926296418 28.20857595652342 0.0 0.0; -14.213909502013006 28.209912702441216 0.0 0.0; -14.21864000083488 28.21257345378399 0.0 0.0; -14.219377111218321 28.209691755473614 0.0 0.0,10,acre,yes,data-consent_given-field_photo_rpt, ,uuid:8daa2fc1-d186-4827-8efe-4497afde0f2a,uuid:8daa2fc1-d186-4827-8efe-4497afde0f2a
13/4/2022 10:24,13/4/2022 10:28,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,yes,no,no, ,annual,no, ,maize, , , , ,"-14.217428,28.211028",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/5/2022,2022-05-01T00:00:00.000+02:00,rainfed,"-14.2174628,28.2113692",1213.174,1.81,"-14.2174628,28.2113692", , ,-14.218872704372458 28.21153812110424 0.0 0.0; -14.2175414 28.211453 0.0 0.0; -14.219205509015607 28.20956401526928 0.0 0.0; -14.218872704372458 28.21153812110424 0.0 0.0,0.5,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:bc9e9dd8-8744-4a77-895a-1a2b9c1c3eaa,uuid:bc9e9dd8-8744-4a77-895a-1a2b9c1c3eaa
13/4/2022 10:29,13/4/2022 10:36,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,yes,no,no, ,annual,no, ,beans, , , , ,"-14.21721,28.212039", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed,"-14.217294,28.2116545",1185.592,0.946,"-14.217294,28.2116545", , ,-14.218805753379197 28.209645822644234 0.0 0.0; -14.2170192 28.2116543 0.0 0.0; -14.21600061895013 28.209952265024185 0.0 0.0; -14.218805753379197 28.209645822644234 0.0 0.0,0.5,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:cb3d49a9-97ea-421b-8f16-df6422a3e55b,uuid:cb3d49a9-97ea-421b-8f16-df6422a3e55b
13/4/2022 10:16,13/4/2022 10:23,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,yes,no,no, ,annual,yes,100,maize, , ,other_annual,Sunflower,"-14.218586,28.212117",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed,"-14.2186105,28.211796",1161.516,2.003,"-14.2186105,28.211796", , ,-14.2186402 28.2118219 0.0 0.0; -14.21547865405246 28.20978630334139 0.0 0.0; -14.217201848658902 28.207333758473396 0.0 0.0; -14.219983242956316 28.20906277745962 0.0 0.0; -14.219983242956316 28.20906277745962 0.0 0.0; -14.2186402 28.2118219 0.0 0.0,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:b2e05a2f-e498-4e96-af57-e25b3b5c9cb6,uuid:b2e05a2f-e498-4e96-af57-e25b3b5c9cb6
13/4/2022 10:33,13/4/2022 10:37,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,yes,no,no, ,annual,no, ,beans, , , , ,"-14.216829,28.211902", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed,"-14.2168192,28.2116216",1158.461,2.518,"-14.2168192,28.2116216", , ,-14.2169434 28.2115917 0.0 0.0; -14.202624807231649 28.18653255701065 0.0 0.0; -14.22946761170426 28.185607194900513 0.0 0.0; -14.24352297195615 28.201837576925755 0.0 0.0; -14.2169434 28.2115917 0.0 0.0,4,acre,yes,data-consent_given-field_photo_rpt, ,uuid:c24a96f5-bd68-4324-a5b6-734b4670020d,uuid:c24a96f5-bd68-4324-a5b6-734b4670020d
13/4/2022 10:18,13/4/2022 10:24,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,yes,no,no, ,annual,yes,100,maize, , ,other_annual,Sunflower,"-14.218162,28.212126",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/5/2022,2022-05-01T00:00:00.000+02:00,rainfed,"-14.2181783,28.211715",1159.296,1.216,"-14.2181783,28.211715", , ,-14.216622685131561 28.211166970431805 0.0 0.0; -14.218238944175988 28.209879510104656 0.0 0.0; -14.2180778 28.2116979 0.0 0.0; -14.216622685131561 28.211166970431805 0.0 0.0,1,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:0d4a1940-bbc6-4bdc-be2f-a054caf20a68,uuid:0d4a1940-bbc6-4bdc-be2f-a054caf20a68
13/4/2022 10:43,13/4/2022 10:48,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,yes,no,no, ,perennial,no, ,other_perennial,Banana, , , ,"-14.201212,28.21027", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed,"-14.201288,28.2100311",1141.483,2.144,"-14.201288,28.2100311", , ,-14.2013673 28.2101012 0.0 0.0; -14.2013673 28.2101012 0.0 0.0; -14.20414625872044 28.21011956781149 0.0 0.0; -14.202256225050359 28.20803515613079 0.0 0.0; -14.2013673 28.2101012 0.0 0.0,0.4,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:6b788ff1-b0e9-400f-8130-67f5bc2a56e3,uuid:6b788ff1-b0e9-400f-8130-67f5bc2a56e3
13/4/2022 10:42,13/4/2022 10:47,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,yes,no,no, ,perennial,no, ,other_perennial,Banana, , , ,"-14.201545,28.210472", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed,"-14.2014081,28.2100985",1150.452,3.854,"-14.2014081,28.2100985", , ,-14.200699007465701 28.208921290934086 0.0 0.0; -14.203611265408318 28.20975512266159 0.0 0.0; -14.202945609752838 28.206407725811005 0.0 0.0; -14.200485137046504 28.205978572368622 0.0 0.0; -14.200699007465701 28.208921290934086 0.0 0.0,5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:f69d0daa-7621-4f22-b4f6-eca97977aa14,uuid:f69d0daa-7621-4f22-b4f6-eca97977aa14
13/4/2022 10:51,13/4/2022 10:55,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,yes,no,no, ,annual,no, ,maize, , , , ,"-14.1933307,28.205609",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/4/2022,2022-04-01T00:00:00.000+02:00,rainfed,"-14.1933307,28.205609",1180.357,2.281,"-14.1933307,28.205609", , ,-14.1932147 28.2057142 0.0 0.0; -14.1932111 28.2057248 0.0 0.0; -14.193767292860086 28.204224072396755 0.0 0.0; -14.1932068 28.2057286 0.0 0.0; -14.1932068 28.2057286 0.0 0.0; -14.19245964983915 28.204236142337322 0.0 0.0; -14.193767292860086 28.204224072396755 0.0 0.0; -14.19245964983915 28.204236142337322 0.0 0.0; -14.1932147 28.2057142 0.0 0.0,5,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:e0316869-f16c-4544-94f0-da2f38f4e68d,uuid:e0316869-f16c-4544-94f0-da2f38f4e68d
13/4/2022 10:55,13/4/2022 10:57,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,yes,no,no, ,annual,no, ,other_annual,Sweet potatoes, , , ,"-14.193418,28.205759", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed,"-14.1932129,28.2057199",1161.784,1.319,"-14.1932129,28.2057199", , ,-14.1931389 28.2056795 0.0 0.0; -14.195233547285232 28.20476319640875 0.0 0.0; -14.19316499140701 28.208551816642284 0.0 0.0; -14.1931389 28.2056795 0.0 0.0,30,square_meter,yes,data-consent_given-field_photo_rpt, ,uuid:d4ff1ec6-b01a-4e9c-a158-78364c1de8d7,uuid:d4ff1ec6-b01a-4e9c-a158-78364c1de8d7
13/4/2022 10:57,13/4/2022 11:00,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,yes,no,no, ,annual,no, ,maize, , , , ,"-14.192421,28.206154",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/5/2022,2022-05-01T00:00:00.000+02:00,rainfed,"-14.1926394,28.2055611",1198.663,1.605,"-14.1926394,28.2055611", , ,-14.1927312 28.2055492 0.0 0.0; -14.195769535505368 28.20555679500103 0.0 0.0; -14.192405692743996 28.20426933467388 0.0 0.0; -14.1927312 28.2055492 0.0 0.0,3,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:92648144-f96f-49ae-88fa-23146043869b,uuid:92648144-f96f-49ae-88fa-23146043869b
13/4/2022 10:51,13/4/2022 13:50,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,yes,no,no, ,annual,yes,100,other_annual,Sunflower, ,maize, ,"-14.193257,28.206621", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed,"-14.1933795,28.2061185",1132.172,1.037,"-14.1933795,28.2061185", , ,-14.191881723175811 28.20399709045887 0.0 0.0; -14.194009448146765 28.202795460820198 0.0 0.0; -14.19591125200892 28.2054927572608 0.0 0.0; -14.1934813 28.2060921 0.0 0.0; -14.192095601719112 28.205149434506893 0.0 0.0; -14.191881723175811 28.20399709045887 0.0 0.0,5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:efc06422-9da2-4af2-94b6-814f757a5788,uuid:efc06422-9da2-4af2-94b6-814f757a5788
13/4/2022 11:02,13/4/2022 11:07,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,yes,no,no, ,annual,no, ,groundnut, , , , ,"-14.1910744,28.2042994", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,day_month_year,6/12/2021, ,2021-12-06T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed,"-14.1910744,28.2042994",1164.11,1.22,"-14.1910744,28.2042994", , ,-14.1910503 28.2043252 0.0 0.0; -14.18964768796465 28.204618021845818 0.0 0.0; -14.190063747406219 28.202717676758766 0.0 0.0; -14.1910503 28.2043252 0.0 0.0,220,square_meter,yes,data-consent_given-field_photo_rpt, ,uuid:d42f123e-8c64-4beb-a469-d07a05f59fde,uuid:d42f123e-8c64-4beb-a469-d07a05f59fde
13/4/2022 10:59,13/4/2022 11:06,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,institutional,yes,no,no, ,annual,no, ,other_annual,Groundnuts, , , ,"-14.190791,28.204326", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed,"-14.1909789,28.204209",1280.145,4.989,"-14.1909789,28.204209", , ,-14.1910368 28.2043268 0.0 0.0; -14.1910368 28.2043268 0.0 0.0; -14.190305906651353 28.202122896909714 0.0 0.0; -14.192124530564328 28.201104998588562 0.0 0.0; -14.194157341516672 28.202674761414528 0.0 0.0; -14.193693833621275 28.204942904412746 0.0 0.0; -14.1910368 28.2043268 0.0 0.0,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:da4348cc-7cd4-4502-9ed2-1d45c3ae961a,uuid:da4348cc-7cd4-4502-9ed2-1d45c3ae961a
13/4/2022 11:07,13/4/2022 11:10,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,yes,no,no, ,annual,no, ,soybean, , , , ,"-14.191056,28.204393", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,day_month_year,6/12/2021, ,2021-12-06T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed,"-14.1909893,28.2043342",1160.664,1.227,"-14.1909893,28.2043342", , ,-14.1909806 28.2043703 0.0 0.0; -14.1909806 28.2043703 0.0 0.0; -14.18927713438136 28.204395063221455 0.0 0.0; -14.190168737285205 28.202433362603188 0.0 0.0; -14.1909806 28.2043703 0.0 0.0,300,square_meter,yes,data-consent_given-field_photo_rpt, ,uuid:b022fab7-4fea-49b5-8b79-e2ebfc883791,uuid:b022fab7-4fea-49b5-8b79-e2ebfc883791
13/4/2022 11:06,13/4/2022 11:10,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,yes,no,no, ,annual,yes,100,beans, , ,soybean, ,"-14.1910556,28.2046765", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed,"-14.1910556,28.2046765",1366.761,1.341,"-14.1910556,28.2046765", , ,-14.190342636822972 28.20262312889099 0.0 0.0; -14.192874403948737 28.20138495415449 0.0 0.0; -14.1939681680021 28.203837163746357 0.0 0.0; -14.1910235 28.2043181 0.0 0.0; -14.190342636822972 28.20262312889099 0.0 0.0,3,acre,yes,data-consent_given-field_photo_rpt, ,uuid:2595a46c-89e7-47de-a330-e555019e5bae,uuid:2595a46c-89e7-47de-a330-e555019e5bae
13/4/2022 11:13,13/4/2022 11:16,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,yes,no,no, ,annual,no, ,soybean, , , , ,"-14.187862,28.2022", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed,"-14.187905,28.201802",1146.661,0.815,"-14.187905,28.201802", , ,-14.1879288 28.2018025 0.0 0.0; -14.18615275849813 28.20225164294243 0.0 0.0; -14.186866245965875 28.200436793267727 0.0 0.0; -14.1879288 28.2018025 0.0 0.0,0.4,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:da7e96eb-be46-4d63-9cd1-64777025d001,uuid:da7e96eb-be46-4d63-9cd1-64777025d001
13/4/2022 11:20,13/4/2022 11:25,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,yes,no,no, ,annual,no, ,other_annual,Sunflower, , , ,"-14.187173,28.201746", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/1/2021,2021-01-01T00:00:00.000+02:00,month_year, ,1/5/2022,2022-05-01T00:00:00.000+02:00,rainfed,"-14.1872281,28.2014804",1153.828,4.281,"-14.1872281,28.2014804", , ,-14.1872333 28.2015313 0.0 0.0; -14.186035739838001 28.199318312108517 0.0 0.0; -14.188615337176037 28.20022590458393 0.0 0.0; -14.1872333 28.2015313 0.0 0.0,1,acre,yes,data-consent_given-field_photo_rpt, ,uuid:a4a99282-98e7-414f-9d0a-52ebbde1b63b,uuid:a4a99282-98e7-414f-9d0a-52ebbde1b63b
13/4/2022 13:20,13/4/2022 13:24,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,yes,no,no, ,annual,no, ,sorghum, , , , ,"-13.963532,27.792239",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed,"-13.9630762,27.7926093",1158.271,1.101,"-13.9630762,27.7926093", , ,-13.963089 27.7926099 0.0 0.0; -13.962648460784052 27.79123730957508 0.0 0.0; -13.966289645451631 27.79203426092863 0.0 0.0; -13.963089 27.7926099 0.0 0.0,1.5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:633ccd5c-6558-4723-95db-549f28a5cac6,uuid:633ccd5c-6558-4723-95db-549f28a5cac6
13/4/2022 13:31,13/4/2022 13:47,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,institutional,yes,no,no, ,annual,no, ,sorghum, , , , ,"-13.923592,27.761719",flowering, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed,"-13.9233022,27.7617154",1152.55,4.699,"-13.9233022,27.7617154", , ,-13.923329 27.7617458 0.0 0.0; -13.923329 27.7617458 0.0 0.0; -13.923035841602163 27.760359048843384 0.0 0.0; -13.9233162 27.7617334 0.0 0.0; -13.925808776961025 27.76126630604267 0.0 0.0; -13.925130271618471 27.75977063924074 0.0 0.0; -13.923329 27.7617458 0.0 0.0,1.2,acre,yes,data-consent_given-field_photo_rpt, ,uuid:c158c5cc-64e1-4def-aa2b-dfd5f6274dd9,uuid:c158c5cc-64e1-4def-aa2b-dfd5f6274dd9
13/4/2022 13:51,13/4/2022 13:55,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,yes,no,no, ,annual,no, ,other_annual,Sweet potato, , , ,"-13.9204452,27.7590378", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed,"-13.9204452,27.7590378",1085.73,4.201,"-13.9204452,27.7590378", , ,-13.919092950754187 27.758045978844166 0.0 0.0; -13.918307358491804 27.76006903499365 0.0 0.0; -13.920711314469608 27.761748768389225 0.0 0.0; -13.9204672 27.7593292 0.0 0.0; -13.919092950754187 27.758045978844166 0.0 0.0,5,acre,yes,data-consent_given-field_photo_rpt, ,uuid:69eb2ba3-95fd-4247-8678-20c5a76ed1bc,uuid:69eb2ba3-95fd-4247-8678-20c5a76ed1bc
14/4/2022 12:11,14/4/2022 12:16,collect:mUMX72Oc17QENs4a,RCMRD 2, ,RCMRD,Zambia crop type mapping,farmer,yes,no,no, ,annual,no, ,soybean, , , , ,"-13.9181819,28.7188948", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/5/2022,2022-05-01T00:00:00.000+02:00,rainfed,"-13.9181819,28.7188948",1295.011,1.823,"-13.9181819,28.7188948", , ,-13.918624980208472 28.71755562722683 0.0 0.0; -13.9181819 28.7188948 0.0 0.0; -13.917625251363242 28.719566613435745 0.0 0.0; -13.916702971635626 28.718040101230148 0.0 0.0; -13.91754194043101 28.717218674719334 0.0 0.0; -13.918624980208472 28.71755562722683 0.0 0.0,6,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:2d4f2c8d-c128-408b-9783-3884853bdfaf,uuid:2d4f2c8d-c128-408b-9783-3884853bdfaf
14/4/2022 13:46,14/4/2022 13:50,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,farmer,yes,no,no, ,annual,no, ,other_annual,Sweet potatoes, , , ,"-13.879981,28.916974", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed,"-13.8795696,28.9162888",1261.304,2.113,"-13.8795696,28.9162888", , ,-13.885097211625549 28.917906247079372 0.0 0.0; -13.88682322033885 28.919671811163422 0.0 0.0; -13.887435115495213 28.91710191965103 0.0 0.0; -13.885097211625549 28.917906247079372 0.0 0.0,18,square_meter,yes,data-consent_given-field_photo_rpt, ,uuid:0bf6ba69-e4ea-4a7c-9ad2-ba3350fee5d7,uuid:0bf6ba69-e4ea-4a7c-9ad2-ba3350fee5d7
14/4/2022 13:51,14/4/2022 13:58,collect:ZXzG4Q8s7Z9iIZTq,Ministry 2, ,RCMRD,Zambia Crop type mapping,farmer,yes,no,no, ,annual,no, ,maize, , , , ,"-13.879543,28.928917",grain, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,unknown, , , ,unknown, , , ,rainfed,"-13.8799196,28.9289914",1215.72,1.156,"-13.8799196,28.9289914", , ,-13.8799137 28.9290115 0.0 0.0; -13.878684535660803 28.92959129065275 0.0 0.0; -13.878922467269373 28.92693053930998 0.0 0.0; -13.8799137 28.9290115 0.0 0.0,0.4,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:ecaad257-b96d-4902-ab18-0117e35b1cec,uuid:ecaad257-b96d-4902-ab18-0117e35b1cec
17/4/2022 12:29,17/4/2022 12:34,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,yes,no,no, ,annual,no, ,maize, , , , ,"-13.8745586,29.4359295",harvest_ready, , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed,"-13.8745586,29.4359295",1296.201,4.722,"-13.8745586,29.4359295", , ,-13.8744271 29.4357484 0.0 0.0; -14.248344490148 29.501842260360718 0.0 0.0; -14.248344490148 29.501842260360718 0.0 0.0; -13.8745701 29.4357818 0.0 0.0; -13.981268621821757 29.556738696992397 0.0 0.0; -13.8744271 29.4357484 0.0 0.0,250,square_meter,yes,data-consent_given-field_photo_rpt, ,uuid:05709c95-2c9d-4bf7-a3c9-4af02fd40580,uuid:05709c95-2c9d-4bf7-a3c9-4af02fd40580
17/4/2022 12:15,17/4/2022 12:19,collect:EgWUVVKp3G3XRnZc,Ministry1, ,RCMRD,Zambia Crop type mapping,farmer,yes,no,no, ,annual,no, ,soybean, , , , ,"-13.834624,29.448489", , , , ,no, , ,data-consent_given-field_planted-tree_rpt,data-consent_given-field_planted-sampling_site_rpt,month_year, ,1/12/2021,2021-12-01T00:00:00.000+02:00,month_year, ,1/6/2022,2022-06-01T00:00:00.000+02:00,rainfed,"-13.834624,29.448489",1507.055,3.863,"-13.834624,29.448489", , ,-13.8346698 29.4483308 0.0 0.0; -13.8349541 29.448068 0.0 0.0; -13.8349541 29.448068 0.0 0.0; -13.8349541 29.448068 0.0 0.0; -13.8350796 29.4477437 0.0 0.0; -13.8346698 29.4483308 0.0 0.0,34,hectare,yes,data-consent_given-field_photo_rpt, ,uuid:52f6b1f1-fc52-406d-b875-5caa4b452393,uuid:52f6b1f1-fc52-406d-b875-5caa4b452393
