# Class blue_S1 green_S1 red_S1 nir_S1 swir_1_S1 swir_2_S1 red_edge_1_S1 red_edge_2_S1 red_edge_3_S1 bcdev_S1 edev_S1 sdev_S1 NDVI_S1 LAI_S1 MNDWI_S1 rain_S1 blue_S2 green_S2 red_S2 nir_S2 swir_1_S2 swir_2_S2 red_edge_1_S2 red_edge_2_S2 red_edge_3_S2 bcdev_S2 edev_S2 sdev_S2 NDVI_S2 LAI_S2 MNDWI_S2 rain_S2 slope
1.000000 0.058700 0.097250 0.179800 0.247550 0.437050 0.360400 0.215900 0.229800 0.243300 3.219600 2.734934 7.893963 0.157238 0.204076 -0.634909 90.416916 0.055650 0.090500 0.161700 0.263050 0.410850 0.329800 0.207050 0.235050 0.251000 2.675932 2.100359 5.939848 0.238613 0.385718 -0.638837 84.098267 2.500000
1.000000 0.029800 0.071000 0.089150 0.406600 0.265800 0.169150 0.159700 0.321700 0.388150 2.493294 1.839520 6.126108 0.642535 1.563751 -0.575325 80.150291 0.030550 0.066850 0.085250 0.326550 0.277300 0.198900 0.145550 0.266000 0.302600 2.689596 2.317703 5.644726 0.587056 1.244000 -0.612052 82.996521 6.871843
1.000000 0.130400 0.217650 0.317450 0.415000 0.599500 0.563700 0.364650 0.385400 0.403000 3.614990 2.641175 8.011764 0.133231 0.258880 -0.466945 169.665726 0.069650 0.126000 0.161250 0.366700 0.368900 0.288750 0.227350 0.318300 0.347450 2.525161 1.836666 4.365799 0.389150 0.907646 -0.490540 185.367920 4.440356
0.000000 0.017650 0.037550 0.047150 0.155700 0.221500 0.161400 0.086450 0.132750 0.149850 2.424294 2.677394 6.027853 0.535648 0.644969 -0.714014 172.625870 0.022700 0.039550 0.040050 0.163600 0.187850 0.136650 0.079800 0.138450 0.155150 2.483312 2.725804 6.152530 0.611288 0.801022 -0.657489 182.978088 3.422330
1.000000 0.039250 0.074750 0.107150 0.277250 0.236650 0.202850 0.153900 0.249350 0.276550 2.176504 1.816388 4.017972 0.442508 0.828497 -0.520110 129.346741 0.056350 0.104150 0.219750 0.283550 0.396700 0.379250 0.252000 0.263050 0.273600 3.413623 2.842370 7.817624 0.126525 0.146333 -0.584318 116.135422 7.185096
1.000000 0.064850 0.111500 0.205600 0.310150 0.431350 0.341000 0.251800 0.277200 0.297400 2.880475 2.234879 6.445022 0.202709 0.342749 -0.590587 80.765572 0.047350 0.077550 0.130400 0.235500 0.353200 0.284800 0.164750 0.197850 0.216050 2.495452 2.041645 5.387656 0.287264 0.454249 -0.640879 81.345917 5.921946
1.000000 0.038600 0.076200 0.108350 0.269300 0.247950 0.207300 0.156450 0.236350 0.261500 2.255590 1.871967 4.064995 0.426091 0.776213 -0.528924 128.253769 0.054850 0.092400 0.134850 0.323900 0.254350 0.210300 0.187650 0.277000 0.307600 2.001918 1.574601 3.468899 0.411764 0.875278 -0.467686 114.660240 4.879050
0.000000 0.078700 0.111800 0.141700 0.241600 0.252900 0.217100 0.175400 0.222500 0.244700 2.988711 2.648305 6.595540 0.260631 0.483775 -0.382150 86.549042 0.080700 0.116400 0.138800 0.272400 0.249400 0.212400 0.179600 0.237800 0.259400 2.615892 2.318413 7.042253 0.324903 0.679658 -0.366013 81.491203 0.833333
1.000000 0.028450 0.057300 0.076200 0.258800 0.259350 0.161550 0.129400 0.202300 0.236900 2.014223 1.915066 6.299807 0.546614 0.985298 -0.638696 80.266380 0.027700 0.056750 0.068100 0.270000 0.247400 0.173100 0.120150 0.214000 0.248150 2.281215 2.088324 5.627904 0.599732 1.137354 -0.626878 83.305038 6.009252
0.000000 0.229500 0.269750 0.302350 0.329600 0.357500 0.330700 0.320400 0.326550 0.331550 3.004637 2.231453 7.914657 0.039521 0.054306 -0.140342 85.364838 0.258200 0.295450 0.323000 0.360700 0.373400 0.346450 0.337200 0.348150 0.353000 2.803521 2.010065 8.174696 0.055762 0.126433 -0.115482 89.563553 3.173239
